tag_id,created_at,updated_at,ttype,content,entity_id
1342,2025-12-04 17:36:52.245405,2025-12-04 17:36:52.245405,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""DNS-CNAME""}",329
2,2025-12-04 17:35:25.391097,2025-12-04 17:35:25.391097,DNSRecordProperty,"{""data"": ""dGFyZ2V0"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
3,2025-12-04 17:35:25.394666,2025-12-04 17:35:25.394666,DNSRecordProperty,"{""data"": ""NS_monitor"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
4,2025-12-04 17:35:25.398651,2025-12-04 17:35:25.398651,DNSRecordProperty,"{""data"": ""MS=ms72649311"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
5,2025-12-04 17:35:25.401951,2025-12-04 17:35:25.401951,DNSRecordProperty,"{""data"": ""ZOOM_verify_2p2yDsdgUYHCcfIzbyaTmE"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
6,2025-12-04 17:35:25.404848,2025-12-04 17:35:25.404848,DNSRecordProperty,"{""data"": ""brevo-code:7e6bbbf1fc671ea0755795690d17ba46"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
4669,2025-12-04 19:40:58.352247,2025-12-04 19:40:58.352247,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",3967
8,2025-12-04 17:35:25.411513,2025-12-04 17:35:25.411513,DNSRecordProperty,"{""data"": ""cursor-domain-verification-24twda=do9ewEVwI4YsyRrgioGCPpp12"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
9,2025-12-04 17:35:25.414277,2025-12-04 17:35:25.414277,DNSRecordProperty,"{""data"": ""uber-domain-verification=4caf1469-f454-49bf-b0b2-1bb84bbfeb02"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
10,2025-12-04 17:35:25.41817,2025-12-04 17:35:25.41817,DNSRecordProperty,"{""data"": ""uber-domain-verification=7fc32e4d-8ea0-466f-a1f9-d870b178b74d"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
11,2025-12-04 17:35:25.421422,2025-12-04 17:35:25.421422,DNSRecordProperty,"{""data"": ""extensis-domain-verification=3911f3c0-e69c-4d75-aa8a-33afa0520d00"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
12,2025-12-04 17:35:25.42434,2025-12-04 17:35:25.42434,DNSRecordProperty,"{""data"": ""google-site-verification=2saealyvcdakrTY4LOg3GjblevTIYAJ4p_Ihwf3OrbU"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
13,2025-12-04 17:35:25.427901,2025-12-04 17:35:25.427901,DNSRecordProperty,"{""data"": ""apple-domain-verification=oc-ywTgysCFxVjoVZ7Alg51HbTSY0D7HhKU_9om-EFg"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
14,2025-12-04 17:35:25.430828,2025-12-04 17:35:25.430828,DNSRecordProperty,"{""data"": ""v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com include:aspmx.pardot.com ~all"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
15,2025-12-04 17:35:25.433955,2025-12-04 17:35:25.433955,DNSRecordProperty,"{""data"": ""stripe-verification=916f40ab1d809d427b07435525ec8efcd0fc24be25674d3cc1067de63aa0021c"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
16,2025-12-04 17:35:25.437277,2025-12-04 17:35:25.437277,DNSRecordProperty,"{""data"": ""stripe-verification=c52e56dae78932924b24e718a7850f861712da65458f8c40bab37393ccb56854"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
17,2025-12-04 17:35:25.440528,2025-12-04 17:35:25.440528,DNSRecordProperty,"{""data"": ""sending_domain1113342=20e876f12c658fe29b58d63966fae8e881f0bac7d0a4885c7b86aff0882343c5"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
18,2025-12-04 17:35:25.443673,2025-12-04 17:35:25.443673,DNSRecordProperty,"{""data"": ""1bsEs7Bmn7dTcejJKXlqr9CnnnHXScqfcjGCUs5JitlqKhuQG9jYszZ91XH+Q9LcoOY52FUopROI8LYUz5YeYQ=="", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
19,2025-12-04 17:35:25.446939,2025-12-04 17:35:25.446939,DNSRecordProperty,"{""data"": ""9rHeUd6AiQ30jFgENxeGX6CKgbSmFB/NeV5oCOQS5PbafVN66NOLFLcsuixmOo1krFPgHLMt7TCEL3iJOUF1mQ=="", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
20,2025-12-04 17:35:25.449968,2025-12-04 17:35:25.449968,DNSRecordProperty,"{""data"": ""atlassian-domain-verification=PrIDM+2UNKNbpMDoD3mux5NL3XcTt2tisHloieySUpQAJXBPCtBzvw2WP7tRzUvd"", ""header"": {""ttl"": 3600, ""class"": 1, ""rr_type"": 16}, ""property_name"": ""dns_record""}",1
21,2025-12-04 17:35:42.356564,2025-12-04 17:35:42.356564,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""DNS-IP""}",1
4670,2025-12-04 19:40:58.3655,2025-12-04 19:40:58.3655,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""RDAP""}",3952
37,2025-12-04 17:36:06.466018,2025-12-04 19:42:32.057391,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",37
26,2025-12-04 17:36:01.182533,2025-12-04 17:36:01.182533,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""RDAP""}",12
27,2025-12-04 17:36:01.250223,2025-12-04 17:36:01.250223,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""RDAP""}",13
28,2025-12-04 17:36:01.273487,2025-12-04 17:36:01.273487,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",23
29,2025-12-04 17:36:01.41126,2025-12-04 17:36:01.41126,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""URL-Expansion""}",18
30,2025-12-04 17:36:01.419354,2025-12-04 17:36:01.419354,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""URL-Expansion""}",22
31,2025-12-04 17:36:01.898148,2025-12-04 17:36:01.898148,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""RDAP""}",15
32,2025-12-04 17:36:02.396455,2025-12-04 17:36:02.396455,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""URL-Expansion""}",20
33,2025-12-04 17:36:02.468885,2025-12-04 17:36:02.468885,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",25
34,2025-12-04 17:36:04.428162,2025-12-04 17:36:04.428162,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""URL-Expansion""}",27
35,2025-12-04 17:36:04.432318,2025-12-04 17:36:04.432318,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""URL-Expansion""}",31
36,2025-12-04 17:36:05.60401,2025-12-04 17:36:05.60401,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""GLEIF""}",25
38,2025-12-04 17:36:08.431861,2025-12-04 17:36:08.431861,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""RDAP""}",37
40,2025-12-04 17:36:12.505682,2025-12-04 17:36:12.505682,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""DNS""}",14
24,2025-12-04 17:36:00.671838,2025-12-04 19:42:32.077062,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",15
25,2025-12-04 17:36:01.168495,2025-12-04 19:15:28.497907,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",17
22,2025-12-04 17:35:54.994302,2025-12-04 19:42:32.083735,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",12
39,2025-12-04 17:36:12.110134,2025-12-04 19:42:32.103488,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",39
41,2025-12-04 17:36:12.956294,2025-12-04 17:36:12.956294,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""RDAP""}",39
42,2025-12-04 17:36:20.053146,2025-12-04 17:36:20.053146,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""DNS""}",38
111,2025-12-04 17:36:21.973354,2025-12-04 17:36:21.973354,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",105
112,2025-12-04 17:36:21.981247,2025-12-04 17:36:21.981247,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",107
113,2025-12-04 17:36:21.986078,2025-12-04 17:36:21.986078,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""WHOIS""}",1
114,2025-12-04 17:36:21.988126,2025-12-04 17:36:21.988126,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",108
115,2025-12-04 17:36:21.998412,2025-12-04 17:36:21.998413,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",109
118,2025-12-04 17:36:22.022132,2025-12-04 17:36:22.022132,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",113
119,2025-12-04 17:36:22.029043,2025-12-04 17:36:22.029043,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",114
121,2025-12-04 17:36:22.052288,2025-12-04 17:36:22.052288,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",116
124,2025-12-04 17:36:22.076338,2025-12-04 17:36:22.076338,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",121
125,2025-12-04 17:36:22.083976,2025-12-04 17:36:22.083976,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",123
126,2025-12-04 17:36:22.090084,2025-12-04 17:36:22.090084,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",124
127,2025-12-04 17:36:22.097451,2025-12-04 17:36:22.097451,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",126
128,2025-12-04 17:36:22.10503,2025-12-04 17:36:22.10503,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",127
131,2025-12-04 17:36:22.12521,2025-12-04 17:36:22.12521,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",130
133,2025-12-04 17:36:22.13346,2025-12-04 17:36:22.13346,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",132
135,2025-12-04 17:36:22.141117,2025-12-04 17:36:22.141117,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",134
137,2025-12-04 17:36:22.149071,2025-12-04 17:36:22.149072,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",136
139,2025-12-04 17:36:22.156976,2025-12-04 17:36:22.156976,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",138
141,2025-12-04 17:36:22.165518,2025-12-04 17:36:22.165518,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",140
143,2025-12-04 17:36:22.174113,2025-12-04 17:36:22.174113,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",142
144,2025-12-04 17:36:22.176019,2025-12-04 17:36:22.176019,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",143
146,2025-12-04 17:36:22.18261,2025-12-04 17:36:22.18261,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",145
148,2025-12-04 17:36:22.190051,2025-12-04 17:36:22.190051,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",147
150,2025-12-04 17:36:22.198089,2025-12-04 17:36:22.198089,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",149
152,2025-12-04 17:36:22.20612,2025-12-04 17:36:22.20612,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",151
154,2025-12-04 17:36:22.213644,2025-12-04 17:36:22.213644,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",153
156,2025-12-04 17:36:22.221529,2025-12-04 17:36:22.221529,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",155
158,2025-12-04 17:36:22.229184,2025-12-04 17:36:22.229184,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",157
160,2025-12-04 17:36:22.238008,2025-12-04 17:36:22.238008,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",159
162,2025-12-04 17:36:22.245453,2025-12-04 17:36:22.245453,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",161
164,2025-12-04 17:36:22.253447,2025-12-04 17:36:22.253447,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",163
166,2025-12-04 17:36:22.261442,2025-12-04 17:36:22.261443,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",165
168,2025-12-04 17:36:22.270434,2025-12-04 17:36:22.270434,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",167
170,2025-12-04 17:36:22.279591,2025-12-04 17:36:22.279591,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",169
171,2025-12-04 17:36:22.281464,2025-12-04 17:36:22.281464,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",170
173,2025-12-04 17:36:22.289124,2025-12-04 17:36:22.289124,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",172
174,2025-12-04 17:36:22.291926,2025-12-04 17:36:22.291926,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",173
175,2025-12-04 17:36:22.296912,2025-12-04 17:36:22.296912,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",174
176,2025-12-04 17:36:22.298767,2025-12-04 17:36:22.298767,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",175
177,2025-12-04 17:36:22.30402,2025-12-04 17:36:22.30402,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",176
178,2025-12-04 17:36:22.305724,2025-12-04 17:36:22.305724,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",177
179,2025-12-04 17:36:22.310247,2025-12-04 17:36:22.310247,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",178
181,2025-12-04 17:36:22.317289,2025-12-04 17:36:22.31729,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",180
183,2025-12-04 17:36:22.326226,2025-12-04 17:36:22.326226,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",182
185,2025-12-04 17:36:22.334177,2025-12-04 17:36:22.334177,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",184
187,2025-12-04 17:36:22.341653,2025-12-04 17:36:22.341653,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",186
189,2025-12-04 17:36:22.349313,2025-12-04 17:36:22.349313,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",188
192,2025-12-04 17:36:22.360563,2025-12-04 17:36:22.360563,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",191
194,2025-12-04 17:36:22.367413,2025-12-04 17:36:22.367413,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",193
195,2025-12-04 17:36:22.369116,2025-12-04 17:36:22.369116,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",194
196,2025-12-04 17:36:22.374367,2025-12-04 17:36:22.374367,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",195
197,2025-12-04 17:36:22.379422,2025-12-04 17:36:22.379422,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",196
198,2025-12-04 17:36:22.383849,2025-12-04 17:36:22.383849,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",197
200,2025-12-04 17:36:22.389727,2025-12-04 17:36:22.389727,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",198
201,2025-12-04 17:36:22.391969,2025-12-04 17:36:22.391969,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",199
203,2025-12-04 17:36:22.398505,2025-12-04 17:36:22.398505,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",201
207,2025-12-04 17:36:22.414843,2025-12-04 17:36:22.414843,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",205
211,2025-12-04 17:36:22.43121,2025-12-04 17:36:22.43121,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",208
212,2025-12-04 17:36:22.433077,2025-12-04 17:36:22.433077,SourceProperty,"{""name"": ""DNSRepo"", ""confidence"": 80}",209
213,2025-12-04 17:36:22.43798,2025-12-04 17:36:22.43798,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",210
215,2025-12-04 17:36:22.445353,2025-12-04 17:36:22.445353,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",212
43,2025-12-04 17:36:20.126114,2025-12-04 17:36:20.126114,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""Prospeo""}",1
44,2025-12-04 17:36:20.129154,2025-12-04 17:36:20.129154,SourceProperty,"{""name"": ""DNS-SD"", ""confidence"": 80}",41
45,2025-12-04 17:36:20.254945,2025-12-04 17:36:20.254945,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""DuckDuckGo""}",1
46,2025-12-04 17:36:20.700405,2025-12-04 17:36:20.700405,SimpleProperty,"{""property_name"": ""last_monitored"", ""property_value"": ""Grep.App""}",1
47,2025-12-04 17:36:20.988355,2025-12-04 17:36:20.988355,SourceProperty,"{""name"": ""DNS-SD"", ""confidence"": 80}",42
48,2025-12-04 17:36:21.008637,2025-12-04 17:36:21.008637,SourceProperty,"{""name"": ""DNS-SD"", ""confidence"": 80}",43
49,2025-12-04 17:36:21.5506,2025-12-04 17:36:21.5506,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",1
50,2025-12-04 17:36:21.558001,2025-12-04 17:36:21.558001,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",44
51,2025-12-04 17:36:21.564263,2025-12-04 17:36:21.564263,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",45
52,2025-12-04 17:36:21.572928,2025-12-04 17:36:21.572928,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",46
53,2025-12-04 17:36:21.57846,2025-12-04 17:36:21.57846,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",47
54,2025-12-04 17:36:21.584335,2025-12-04 17:36:21.584335,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",48
55,2025-12-04 17:36:21.589503,2025-12-04 17:36:21.589503,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",49
56,2025-12-04 17:36:21.595569,2025-12-04 17:36:21.595569,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",50
57,2025-12-04 17:36:21.601359,2025-12-04 17:36:21.601359,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",51
58,2025-12-04 17:36:21.608642,2025-12-04 17:36:21.608642,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",52
59,2025-12-04 17:36:21.616655,2025-12-04 17:36:21.616655,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",53
60,2025-12-04 17:36:21.625191,2025-12-04 17:36:21.625191,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",54
61,2025-12-04 17:36:21.631295,2025-12-04 17:36:21.631295,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",55
62,2025-12-04 17:36:21.638445,2025-12-04 17:36:21.638445,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",56
63,2025-12-04 17:36:21.646415,2025-12-04 17:36:21.646415,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",57
64,2025-12-04 17:36:21.653285,2025-12-04 17:36:21.653285,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",58
65,2025-12-04 17:36:21.660288,2025-12-04 17:36:21.660289,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",59
66,2025-12-04 17:36:21.665519,2025-12-04 17:36:21.665519,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",60
67,2025-12-04 17:36:21.671857,2025-12-04 17:36:21.671857,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",61
68,2025-12-04 17:36:21.677318,2025-12-04 17:36:21.677318,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",62
69,2025-12-04 17:36:21.683269,2025-12-04 17:36:21.683269,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",63
70,2025-12-04 17:36:21.688856,2025-12-04 17:36:21.688856,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",64
71,2025-12-04 17:36:21.69443,2025-12-04 17:36:21.69443,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",65
72,2025-12-04 17:36:21.70073,2025-12-04 17:36:21.70073,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",66
73,2025-12-04 17:36:21.706771,2025-12-04 17:36:21.706771,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",67
74,2025-12-04 17:36:21.712678,2025-12-04 17:36:21.712678,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",68
75,2025-12-04 17:36:21.718387,2025-12-04 17:36:21.718387,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",69
76,2025-12-04 17:36:21.724887,2025-12-04 17:36:21.724887,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",70
77,2025-12-04 17:36:21.730348,2025-12-04 17:36:21.730348,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",71
78,2025-12-04 17:36:21.736489,2025-12-04 17:36:21.736489,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",72
79,2025-12-04 17:36:21.742491,2025-12-04 17:36:21.742491,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",73
80,2025-12-04 17:36:21.749008,2025-12-04 17:36:21.749008,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",74
81,2025-12-04 17:36:21.757298,2025-12-04 17:36:21.757298,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",75
82,2025-12-04 17:36:21.763699,2025-12-04 17:36:21.763699,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",76
83,2025-12-04 17:36:21.769652,2025-12-04 17:36:21.769652,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",77
84,2025-12-04 17:36:21.775674,2025-12-04 17:36:21.775674,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",78
85,2025-12-04 17:36:21.78135,2025-12-04 17:36:21.78135,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",79
86,2025-12-04 17:36:21.787946,2025-12-04 17:36:21.787947,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",80
87,2025-12-04 17:36:21.79353,2025-12-04 17:36:21.79353,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",81
88,2025-12-04 17:36:21.800213,2025-12-04 17:36:21.800213,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",82
89,2025-12-04 17:36:21.805808,2025-12-04 17:36:21.805808,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",83
90,2025-12-04 17:36:21.812103,2025-12-04 17:36:21.812103,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",84
91,2025-12-04 17:36:21.817645,2025-12-04 17:36:21.817645,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",85
92,2025-12-04 17:36:21.823913,2025-12-04 17:36:21.823913,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",86
93,2025-12-04 17:36:21.82953,2025-12-04 17:36:21.82953,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",87
94,2025-12-04 17:36:21.835466,2025-12-04 17:36:21.835466,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",88
95,2025-12-04 17:36:21.869083,2025-12-04 17:36:21.869083,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",89
96,2025-12-04 17:36:21.876932,2025-12-04 17:36:21.876932,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",90
97,2025-12-04 17:36:21.88406,2025-12-04 17:36:21.88406,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",91
98,2025-12-04 17:36:21.889775,2025-12-04 17:36:21.889775,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",92
99,2025-12-04 17:36:21.896006,2025-12-04 17:36:21.896006,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",93
100,2025-12-04 17:36:21.901667,2025-12-04 17:36:21.901667,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",94
101,2025-12-04 17:36:21.908836,2025-12-04 17:36:21.908836,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",95
102,2025-12-04 17:36:21.915596,2025-12-04 17:36:21.915596,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",96
103,2025-12-04 17:36:21.922059,2025-12-04 17:36:21.922059,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",97
104,2025-12-04 17:36:21.928601,2025-12-04 17:36:21.928601,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",98
105,2025-12-04 17:36:21.934475,2025-12-04 17:36:21.934475,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",99
106,2025-12-04 17:36:21.941446,2025-12-04 17:36:21.941446,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",100
107,2025-12-04 17:36:21.947646,2025-12-04 17:36:21.947646,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",101
108,2025-12-04 17:36:21.953534,2025-12-04 17:36:21.953534,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",102
109,2025-12-04 17:36:21.960584,2025-12-04 17:36:21.960584,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",103
110,2025-12-04 17:36:21.965997,2025-12-04 17:36:21.965997,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",104
116,2025-12-04 17:36:22.007968,2025-12-04 17:36:22.007969,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",111
117,2025-12-04 17:36:22.015842,2025-12-04 17:36:22.015842,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",112
120,2025-12-04 17:36:22.04537,2025-12-04 17:36:22.04537,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",115
122,2025-12-04 17:36:22.058527,2025-12-04 17:36:22.058527,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",117
123,2025-12-04 17:36:22.066476,2025-12-04 17:36:22.066476,SourceProperty,"{""name"": ""HackerTarget"", ""confidence"": 80}",120
