tag_id,created_at,updated_at,ttype,content,edge_id
855,2025-12-04 17:56:51.366737,2025-12-04 17:56:51.366737,SourceProperty,"{""name"": ""Contract-Record-Expansion"", ""confidence"": 100}",866
856,2025-12-04 17:56:51.373407,2025-12-04 17:56:51.373407,SourceProperty,"{""name"": ""Contract-Record-Expansion"", ""confidence"": 100}",867
857,2025-12-04 17:56:51.403084,2025-12-04 17:56:51.403084,SourceProperty,"{""name"": ""Contract-Record-Expansion"", ""confidence"": 100}",869
858,2025-12-04 17:56:51.413356,2025-12-04 17:56:51.413357,SourceProperty,"{""name"": ""Contract-Record-Expansion"", ""confidence"": 100}",870
859,2025-12-04 17:56:51.423168,2025-12-04 17:56:51.423168,SourceProperty,"{""name"": ""Contract-Record-Expansion"", ""confidence"": 100}",871
860,2025-12-04 17:56:51.567941,2025-12-04 17:56:51.567941,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",873
843,2025-12-04 17:56:50.895304,2025-12-04 18:26:06.916705,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",864
844,2025-12-04 17:56:50.913369,2025-12-04 18:26:06.936139,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",865
845,2025-12-04 17:56:50.926806,2025-12-04 18:26:06.951289,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",866
846,2025-12-04 17:56:50.939166,2025-12-04 18:26:06.967509,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",867
849,2025-12-04 17:56:50.97668,2025-12-04 19:31:39.864128,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",870
850,2025-12-04 17:56:50.986849,2025-12-04 19:31:39.875227,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",871
4827,2025-12-04 19:40:01.719959,2025-12-04 19:40:01.719959,SourceProperty,"{""name"": ""DNS-IP"", ""confidence"": 100}",5278
863,2025-12-04 17:56:52.355524,2025-12-04 17:56:52.355524,SourceProperty,"{""name"": ""Email-Expansion"", ""confidence"": 100}",876
864,2025-12-04 17:56:52.564974,2025-12-04 17:56:52.564974,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",877
865,2025-12-04 17:56:52.593488,2025-12-04 17:56:52.593489,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",878
866,2025-12-04 17:56:52.607252,2025-12-04 17:56:52.607252,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",879
867,2025-12-04 17:56:52.670471,2025-12-04 17:56:52.670471,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",880
868,2025-12-04 17:56:52.696135,2025-12-04 17:56:52.696135,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",881
869,2025-12-04 17:56:52.883501,2025-12-04 17:56:52.883502,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",882
870,2025-12-04 17:56:55.042754,2025-12-04 17:56:55.042754,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",883
871,2025-12-04 17:56:55.05145,2025-12-04 17:56:55.05145,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",884
872,2025-12-04 17:56:55.272862,2025-12-04 17:56:55.272862,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",893
873,2025-12-04 17:56:55.298241,2025-12-04 17:56:55.298241,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",886
874,2025-12-04 17:56:55.316136,2025-12-04 17:56:55.316136,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",889
875,2025-12-04 17:56:55.324123,2025-12-04 17:56:55.324123,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",890
876,2025-12-04 17:56:55.335024,2025-12-04 17:56:55.335024,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",885
877,2025-12-04 17:56:55.336339,2025-12-04 17:56:55.336339,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",887
878,2025-12-04 17:56:55.340362,2025-12-04 17:56:55.340362,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",898
879,2025-12-04 17:56:55.34292,2025-12-04 17:56:55.34292,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",908
880,2025-12-04 17:56:55.347724,2025-12-04 17:56:55.347724,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",899
881,2025-12-04 17:56:55.349958,2025-12-04 17:56:55.349958,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",897
882,2025-12-04 17:56:55.368127,2025-12-04 17:56:55.368127,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",888
883,2025-12-04 17:56:55.37466,2025-12-04 17:56:55.37466,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",901
884,2025-12-04 17:56:55.383311,2025-12-04 17:56:55.383311,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",905
885,2025-12-04 17:56:55.390734,2025-12-04 17:56:55.390734,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",896
886,2025-12-04 17:56:55.408407,2025-12-04 17:56:55.408407,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",917
887,2025-12-04 17:56:55.411719,2025-12-04 17:56:55.411719,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",907
888,2025-12-04 17:56:55.416438,2025-12-04 17:56:55.416438,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",892
889,2025-12-04 17:56:55.420128,2025-12-04 17:56:55.420128,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",923
890,2025-12-04 17:56:55.429707,2025-12-04 17:56:55.429707,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",902
891,2025-12-04 17:56:55.435761,2025-12-04 17:56:55.435761,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",895
892,2025-12-04 17:56:55.436916,2025-12-04 17:56:55.436916,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",925
893,2025-12-04 17:56:55.437741,2025-12-04 17:56:55.437741,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",928
894,2025-12-04 17:56:55.443436,2025-12-04 17:56:55.443436,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",903
895,2025-12-04 17:56:55.44819,2025-12-04 17:56:55.44819,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",915
896,2025-12-04 17:56:55.44866,2025-12-04 17:56:55.44866,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",910
897,2025-12-04 17:56:55.453105,2025-12-04 17:56:55.453105,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",906
898,2025-12-04 17:56:55.454458,2025-12-04 17:56:55.454458,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",939
899,2025-12-04 17:56:55.457935,2025-12-04 17:56:55.457935,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",912
900,2025-12-04 17:56:55.463814,2025-12-04 17:56:55.463814,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",891
901,2025-12-04 17:56:55.466012,2025-12-04 17:56:55.466012,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",920
902,2025-12-04 17:56:55.466144,2025-12-04 17:56:55.466144,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",913
903,2025-12-04 17:56:55.481058,2025-12-04 17:56:55.481058,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",914
904,2025-12-04 17:56:55.496567,2025-12-04 17:56:55.496567,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",909
905,2025-12-04 17:56:55.504866,2025-12-04 17:56:55.504866,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",921
906,2025-12-04 17:56:55.50709,2025-12-04 17:56:55.50709,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",924
907,2025-12-04 17:56:55.507366,2025-12-04 17:56:55.507366,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",904
908,2025-12-04 17:56:55.511516,2025-12-04 17:56:55.511516,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",943
909,2025-12-04 17:56:55.516875,2025-12-04 17:56:55.516875,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",894
910,2025-12-04 17:56:55.517376,2025-12-04 17:56:55.517376,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",916
911,2025-12-04 17:56:55.525918,2025-12-04 17:56:55.525918,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",947
912,2025-12-04 17:56:55.525936,2025-12-04 17:56:55.525936,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",926
913,2025-12-04 17:56:55.529444,2025-12-04 17:56:55.529444,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",944
914,2025-12-04 17:56:55.53531,2025-12-04 17:56:55.53531,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",919
915,2025-12-04 17:56:55.537446,2025-12-04 17:56:55.537446,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",900
916,2025-12-04 17:56:55.540165,2025-12-04 17:56:55.540165,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",933
917,2025-12-04 17:56:55.54141,2025-12-04 17:56:55.54141,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",922
918,2025-12-04 17:56:55.541446,2025-12-04 17:56:55.541446,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",931
919,2025-12-04 17:56:55.545506,2025-12-04 17:56:55.545506,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",940
920,2025-12-04 17:56:55.552291,2025-12-04 17:56:55.552291,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",927
921,2025-12-04 17:56:55.562024,2025-12-04 17:56:55.562024,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",934
922,2025-12-04 17:56:55.569508,2025-12-04 17:56:55.569508,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",911
923,2025-12-04 17:56:55.574992,2025-12-04 17:56:55.574992,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",941
924,2025-12-04 17:56:55.576778,2025-12-04 17:56:55.576779,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",937
925,2025-12-04 17:56:55.577088,2025-12-04 17:56:55.577088,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",945
926,2025-12-04 17:56:55.582391,2025-12-04 17:56:55.582391,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",929
927,2025-12-04 17:56:55.596119,2025-12-04 17:56:55.596119,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",938
928,2025-12-04 17:56:55.600665,2025-12-04 17:56:55.600665,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",930
929,2025-12-04 17:56:55.601492,2025-12-04 17:56:55.601492,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",954
930,2025-12-04 17:56:55.612559,2025-12-04 17:56:55.612559,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",918
932,2025-12-04 17:56:55.619316,2025-12-04 17:56:55.619316,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",953
933,2025-12-04 17:56:55.651841,2025-12-04 17:56:55.651841,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",932
936,2025-12-04 17:56:55.690285,2025-12-04 17:56:55.690285,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",949
938,2025-12-04 17:56:55.712819,2025-12-04 17:56:55.712819,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",956
940,2025-12-04 17:56:55.722886,2025-12-04 17:56:55.722886,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",946
1779,2025-12-04 18:07:34.987483,2025-12-04 18:07:34.987483,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",1736
2812,2025-12-04 18:45:56.100072,2025-12-04 18:45:56.100072,SourceProperty,"{""name"": ""DNS-CNAME"", ""confidence"": 100}",2886
2813,2025-12-04 18:45:58.356283,2025-12-04 18:45:58.356283,SourceProperty,"{""name"": ""DNS-IP"", ""confidence"": 100}",2887
1780,2025-12-04 18:07:35.013594,2025-12-04 18:07:35.013594,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1737
1781,2025-12-04 18:07:37.696479,2025-12-04 18:07:37.696479,SourceProperty,"{""name"": ""DNS-CNAME"", ""confidence"": 100}",1739
1782,2025-12-04 18:07:37.989307,2025-12-04 18:07:37.989307,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",1740
1783,2025-12-04 18:07:37.990823,2025-12-04 18:07:37.990823,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",1741
1784,2025-12-04 18:07:38.012941,2025-12-04 18:07:38.012941,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1742
1785,2025-12-04 18:07:38.015709,2025-12-04 18:07:38.01571,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1743
1786,2025-12-04 18:07:41.72494,2025-12-04 18:07:41.72494,SourceProperty,"{""name"": ""DNS-CNAME"", ""confidence"": 100}",1744
2814,2025-12-04 18:46:10.892722,2025-12-04 18:46:10.892722,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",2888
4828,2025-12-04 19:40:01.832848,2025-12-04 19:40:01.832849,SourceProperty,"{""name"": ""DNS-IP"", ""confidence"": 100}",5279
943,2025-12-04 17:56:55.763521,2025-12-04 18:14:39.330646,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",961
2815,2025-12-04 18:46:10.926977,2025-12-04 18:46:10.926977,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",2889
1990,2025-12-04 18:19:43.606336,2025-12-04 18:19:43.606336,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",1986
1992,2025-12-04 18:19:43.623153,2025-12-04 18:19:43.623153,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",1988
1993,2025-12-04 18:19:43.625949,2025-12-04 18:19:43.625949,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",1989
1995,2025-12-04 18:19:43.64705,2025-12-04 18:19:43.64705,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",1991
1998,2025-12-04 18:19:43.662697,2025-12-04 18:19:43.662698,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1994
2000,2025-12-04 18:19:45.225708,2025-12-04 18:19:45.225708,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",1996
2001,2025-12-04 18:19:45.244255,2025-12-04 18:19:45.244255,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",1997
2002,2025-12-04 18:19:47.641288,2025-12-04 18:19:47.641288,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",1998
2003,2025-12-04 18:19:47.659459,2025-12-04 18:19:47.659459,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",1999
2004,2025-12-04 18:19:47.688603,2025-12-04 18:19:47.688603,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",2000
2036,2025-12-04 18:20:55.781621,2025-12-04 19:42:13.506299,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",2036
2005,2025-12-04 18:19:47.771189,2025-12-04 18:19:47.771189,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",2001
2006,2025-12-04 18:19:47.818081,2025-12-04 18:19:47.818081,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",2002
2007,2025-12-04 18:19:47.86661,2025-12-04 18:19:47.86661,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",2003
2008,2025-12-04 18:19:50.226806,2025-12-04 18:19:50.226806,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",2004
2009,2025-12-04 18:19:50.534919,2025-12-04 18:19:50.534919,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",2005
2016,2025-12-04 18:20:09.673084,2025-12-04 18:20:09.673084,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",2013
2017,2025-12-04 18:20:09.677372,2025-12-04 18:20:09.677372,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",2014
2030,2025-12-04 18:20:44.946532,2025-12-04 18:20:44.946532,SourceProperty,"{""name"": ""DNS-CNAME"", ""confidence"": 100}",2030
2031,2025-12-04 18:20:45.155066,2025-12-04 18:20:45.155066,SourceProperty,"{""name"": ""DNS-IP"", ""confidence"": 100}",2031
2032,2025-12-04 18:20:49.118562,2025-12-04 18:20:49.118562,SourceProperty,"{""name"": ""DNS-CNAME"", ""confidence"": 100}",2032
2033,2025-12-04 18:20:51.086922,2025-12-04 18:20:51.086922,SourceProperty,"{""name"": ""DNS-IP"", ""confidence"": 100}",2033
2034,2025-12-04 18:20:55.759356,2025-12-04 18:20:55.759356,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",2034
2035,2025-12-04 18:20:55.761512,2025-12-04 18:20:55.761513,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",2035
1320,2025-12-04 17:57:17.663807,2025-12-04 19:42:23.73075,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",1304
2037,2025-12-04 18:20:55.792898,2025-12-04 18:20:55.792898,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",2037
2051,2025-12-04 18:21:05.793105,2025-12-04 18:21:05.793105,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",2051
2053,2025-12-04 18:21:05.819246,2025-12-04 18:21:05.819246,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",2053
2054,2025-12-04 18:21:07.442457,2025-12-04 18:21:07.442457,SourceProperty,"{""name"": ""DNS-CNAME"", ""confidence"": 100}",2055
2055,2025-12-04 18:21:11.115625,2025-12-04 18:21:11.115625,SourceProperty,"{""name"": ""DNS-IP"", ""confidence"": 100}",2056
2056,2025-12-04 18:21:13.298586,2025-12-04 18:21:13.298586,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",2057
2057,2025-12-04 18:21:15.144824,2025-12-04 18:21:15.144824,SourceProperty,"{""name"": ""DNS-CNAME"", ""confidence"": 100}",2059
2058,2025-12-04 18:21:27.324498,2025-12-04 18:21:27.324498,SourceProperty,"{""name"": ""DNS-IP"", ""confidence"": 100}",2061
2059,2025-12-04 18:21:44.8198,2025-12-04 18:21:44.8198,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",2062
2060,2025-12-04 18:21:44.862471,2025-12-04 18:21:44.862472,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",2063
1209,2025-12-04 17:57:07.861569,2025-12-04 19:10:29.184249,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",1208
309,2025-12-04 17:37:16.552374,2025-12-04 19:24:10.624197,SourceProperty,"{""name"": ""BGP.Tools"", ""confidence"": 100}",328
931,2025-12-04 17:56:55.615115,2025-12-04 17:56:55.615115,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",951
934,2025-12-04 17:56:55.669515,2025-12-04 17:56:55.669516,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",942
935,2025-12-04 17:56:55.679391,2025-12-04 17:56:55.679391,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",950
937,2025-12-04 17:56:55.695683,2025-12-04 17:56:55.695683,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",948
939,2025-12-04 17:56:55.717579,2025-12-04 17:56:55.71758,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",935
941,2025-12-04 17:56:55.72835,2025-12-04 17:56:55.72835,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",936
4829,2025-12-04 19:40:01.971108,2025-12-04 19:40:01.971108,SourceProperty,"{""name"": ""RDAP"", ""confidence"": 100}",5280
944,2025-12-04 17:56:55.768393,2025-12-04 17:56:55.768394,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",962
945,2025-12-04 17:56:55.781499,2025-12-04 17:56:55.781499,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",955
946,2025-12-04 17:56:55.803056,2025-12-04 17:56:55.803056,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",958
947,2025-12-04 17:56:55.861064,2025-12-04 17:56:55.861064,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",952
942,2025-12-04 17:56:55.734936,2025-12-04 17:56:55.904485,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",960
948,2025-12-04 17:56:55.907104,2025-12-04 17:56:55.907105,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",966
949,2025-12-04 17:56:55.928658,2025-12-04 17:56:55.928658,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",964
950,2025-12-04 17:56:55.935975,2025-12-04 17:56:55.935975,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",963
951,2025-12-04 17:56:55.996021,2025-12-04 17:56:55.996021,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",967
952,2025-12-04 17:56:56.004751,2025-12-04 17:56:56.004751,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",970
953,2025-12-04 17:56:56.011707,2025-12-04 17:56:56.011707,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",969
954,2025-12-04 17:56:56.015026,2025-12-04 17:56:56.015026,SourceProperty,"{""name"": ""GitHub-IPVerse"", ""confidence"": 90}",965
955,2025-12-04 17:56:56.049208,2025-12-04 17:56:56.049208,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",979
2816,2025-12-04 18:46:12.115118,2025-12-04 18:46:12.115118,SourceProperty,"{""name"": ""DNS-CNAME"", ""confidence"": 100}",2891
957,2025-12-04 17:56:56.065603,2025-12-04 17:56:56.065603,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",971
958,2025-12-04 17:56:56.068364,2025-12-04 17:56:56.068364,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",973
959,2025-12-04 17:56:56.085861,2025-12-04 17:56:56.085861,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",975
960,2025-12-04 17:56:56.088866,2025-12-04 17:56:56.088866,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",981
961,2025-12-04 17:56:56.09097,2025-12-04 17:56:56.09097,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",972
962,2025-12-04 17:56:56.094932,2025-12-04 17:56:56.094932,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",974
963,2025-12-04 17:56:56.098092,2025-12-04 17:56:56.098092,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",980
964,2025-12-04 17:56:56.108667,2025-12-04 17:56:56.108668,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",986
965,2025-12-04 17:56:56.1234,2025-12-04 17:56:56.123401,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",968
966,2025-12-04 17:56:56.129637,2025-12-04 17:56:56.129638,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1007
967,2025-12-04 17:56:56.142966,2025-12-04 17:56:56.142967,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",999
968,2025-12-04 17:56:56.143711,2025-12-04 17:56:56.143711,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",998
969,2025-12-04 17:56:56.145159,2025-12-04 17:56:56.145159,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",978
970,2025-12-04 17:56:56.145661,2025-12-04 17:56:56.145661,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",988
971,2025-12-04 17:56:56.148397,2025-12-04 17:56:56.148397,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",982
972,2025-12-04 17:56:56.148589,2025-12-04 17:56:56.148589,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",993
973,2025-12-04 17:56:56.150102,2025-12-04 17:56:56.150102,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",984
974,2025-12-04 17:56:56.156121,2025-12-04 17:56:56.156121,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",995
975,2025-12-04 17:56:56.16163,2025-12-04 17:56:56.16163,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",983
976,2025-12-04 17:56:56.162469,2025-12-04 17:56:56.162469,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",989
977,2025-12-04 17:56:56.163097,2025-12-04 17:56:56.163097,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1001
978,2025-12-04 17:56:56.171286,2025-12-04 17:56:56.171286,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1002
979,2025-12-04 17:56:56.176312,2025-12-04 17:56:56.176313,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",996
980,2025-12-04 17:56:56.17636,2025-12-04 17:56:56.17636,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",985
981,2025-12-04 17:56:56.17959,2025-12-04 17:56:56.17959,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",992
982,2025-12-04 17:56:56.183728,2025-12-04 17:56:56.183728,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",976
983,2025-12-04 17:56:56.187468,2025-12-04 17:56:56.187468,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",987
984,2025-12-04 17:56:56.189458,2025-12-04 17:56:56.189458,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",997
985,2025-12-04 17:56:56.19651,2025-12-04 17:56:56.19651,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1004
986,2025-12-04 17:56:56.20045,2025-12-04 17:56:56.200451,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1003
987,2025-12-04 17:56:56.203799,2025-12-04 17:56:56.203799,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",990
988,2025-12-04 17:56:56.21069,2025-12-04 17:56:56.21069,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",994
989,2025-12-04 17:56:56.216621,2025-12-04 17:56:56.216621,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1012
990,2025-12-04 17:56:56.216686,2025-12-04 17:56:56.216686,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1000
991,2025-12-04 17:56:56.217658,2025-12-04 17:56:56.217658,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1008
992,2025-12-04 17:56:56.217505,2025-12-04 17:56:56.217505,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1015
993,2025-12-04 17:56:56.218799,2025-12-04 17:56:56.218799,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1013
994,2025-12-04 17:56:56.225614,2025-12-04 17:56:56.225614,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1014
995,2025-12-04 17:56:56.225654,2025-12-04 17:56:56.225654,SourceProperty,"{""name"": ""DNS"", ""confidence"": 100}",1010
